PCIS Permit #,Permit Sub-Type,Issue Date,Valuation
13014-70000-00161,1 or 2 Family Dwelling,2/5/2013,"$14,000.00 "
15010-20000-03234,1 or 2 Family Dwelling,11/17/2015,"$450,000.00 "
11016-10000-21116,1 or 2 Family Dwelling,2/15/2013,"$50,000.00 "
15014-20000-05141,1 or 2 Family Dwelling,11/25/2015,"$7,000.00 "
15014-20000-04262,1 or 2 Family Dwelling,9/17/2015,"$5,800.00 "
15014-20000-04759,1 or 2 Family Dwelling,12/8/2015,"$10,000.00 "
13014-30000-05310,1 or 2 Family Dwelling,6/27/2014,"$267,484.00 "
15014-20000-03763,1 or 2 Family Dwelling,9/15/2015,"$25,000.00 "
12010-10001-02081,1 or 2 Family Dwelling,2/11/2014,"$15,000.00 "
15010-20000-01322,1 or 2 Family Dwelling,9/9/2015,"$24,240.00 "
14010-30000-03755,1 or 2 Family Dwelling,4/24/2015,"$20,000.00 "
15014-20000-01679,1 or 2 Family Dwelling,2/3/2016,"$120,000.00 "
14014-20000-03526,1 or 2 Family Dwelling,10/6/2014,"$150,000.00 "
14014-70000-00415,1 or 2 Family Dwelling,2/12/2014,"$7,300.00 "
12014-40000-04218,1 or 2 Family Dwelling,11/20/2015,"$70,000.00 "
13010-10000-03005,1 or 2 Family Dwelling,2/24/2014,"$850,000.00 "
14014-20000-03084,1 or 2 Family Dwelling,7/21/2014,"$25,000.00 "
14010-20000-00776,1 or 2 Family Dwelling,7/8/2014,"$75,750.00 "
15010-20000-00556,Apartment,11/23/2015,"$1,680,000.00 "
15010-70000-01662,1 or 2 Family Dwelling,5/12/2015,"$4,500.00 "
13010-10000-03902,1 or 2 Family Dwelling,5/14/2015,"$299,592.00 "
14014-10000-04689,1 or 2 Family Dwelling,3/18/2015,"$45,000.00 "
15014-20000-00743,1 or 2 Family Dwelling,3/12/2015,"$50,400.00 "
15010-20000-00064,1 or 2 Family Dwelling,5/20/2015,"$885,000.00 "
15016-10000-24860,1 or 2 Family Dwelling,11/19/2015,"$1,500.00 "
13014-10000-03064,1 or 2 Family Dwelling,4/16/2014,"$30,000.00 "
14014-10000-02340,Apartment,8/14/2014,"$3,000.00 "
15014-30000-01559,1 or 2 Family Dwelling,6/3/2015,"$30,000.00 "
13010-30000-02497,1 or 2 Family Dwelling,2/13/2014,"$63,000.00 "
14014-20000-00560,1 or 2 Family Dwelling,4/28/2014,"$3,000.00 "
16014-20000-01231,1 or 2 Family Dwelling,3/22/2016,"$50,000.00 "
15010-30000-00265,1 or 2 Family Dwelling,8/5/2015,"$900,000.00 "
15010-10000-01129,1 or 2 Family Dwelling,10/14/2015,"$46,000.00 "
15010-70000-04385,1 or 2 Family Dwelling,2/23/2016,"$478,000.00 "
15010-10000-01709,1 or 2 Family Dwelling,4/13/2016,"$700,000.00 "
15014-70000-02580,1 or 2 Family Dwelling,7/22/2015,"$20,000.00 "
13014-20000-03391,1 or 2 Family Dwelling,1/14/2014,"$63,000.00 "
14014-20000-03995,1 or 2 Family Dwelling,9/12/2014,"$2,000.00 "
16014-10000-00501,1 or 2 Family Dwelling,2/17/2016,"$60,000.00 "
15010-30000-00166,1 or 2 Family Dwelling,5/15/2015,"$1,400,000.00 "
16016-20000-05301,1 or 2 Family Dwelling,3/10/2016,"$5,000.00 "
15010-20000-04296,1 or 2 Family Dwelling,1/13/2016,"$5,000.00 "
13014-20000-03538,1 or 2 Family Dwelling,8/28/2013,"$6,000.00 "
13010-10000-01946,1 or 2 Family Dwelling,9/10/2014,"$175,200.00 "
15010-20000-02408,1 or 2 Family Dwelling,8/10/2015,"$8,000.00 "
14014-20000-03540,1 or 2 Family Dwelling,11/21/2014,"$52,000.00 "
14014-10000-02344,Apartment,8/14/2014,"$3,000.00 "
14010-20000-03635,1 or 2 Family Dwelling,1/20/2015,"$20,000.00 "
15014-20000-04911,1 or 2 Family Dwelling,10/26/2015,"$3,200.00 "
13010-20000-02889,1 or 2 Family Dwelling,9/24/2013,"$5,000.00 "
14014-10000-04384,Commercial,11/5/2014,"$5,000.00 "
14010-20000-04135,1 or 2 Family Dwelling,8/5/2015,"$495,000.00 "
13014-10000-05392,1 or 2 Family Dwelling,4/17/2014,"$137,000.00 "
15014-70000-04017,1 or 2 Family Dwelling,9/17/2015,"$51,000.00 "
15014-20000-03181,1 or 2 Family Dwelling,7/15/2015,"$24,400.00 "
14014-10000-05012,1 or 2 Family Dwelling,1/29/2015,"$20,000.00 "
14016-10000-08964,Commercial,7/14/2014,"$10,000.00 "
14014-20000-00581,1 or 2 Family Dwelling,4/11/2014,"$46,200.00 "
15014-30000-03318,1 or 2 Family Dwelling,11/13/2015,"$110,000.00 "
13014-70000-02540,1 or 2 Family Dwelling,7/1/2013,"$30,000.00 "
13010-10000-00012,Apartment,10/3/2014,"$7,500,000.00 "
13010-10000-02906,Commercial,6/5/2014,"$12,052,000.00 "
13014-10000-05319,Commercial,3/20/2014,"$100,000.00 "
14014-30000-04157,1 or 2 Family Dwelling,11/30/2015,"$305,000.00 "
12010-10000-01634,Commercial,5/6/2013,"$2,272,111.00 "
13014-30000-02843,1 or 2 Family Dwelling,7/18/2013,"$10,000.00 "
14014-20000-05117,1 or 2 Family Dwelling,2/3/2015,"$60,000.00 "
14014-20000-00618,1 or 2 Family Dwelling,3/3/2014,"$60,000.00 "
16014-20000-01199,1 or 2 Family Dwelling,3/18/2016,"$45,000.00 "
14010-20000-04098,Apartment,4/21/2016,"$1,600,000.00 "
16014-30000-00859,1 or 2 Family Dwelling,3/23/2016,"$370,000.00 "
15010-30000-01112,1 or 2 Family Dwelling,10/27/2015,"$540,000.00 "
15014-20000-01359,1 or 2 Family Dwelling,8/24/2015,"$340,000.00 "
15014-70000-03081,1 or 2 Family Dwelling,9/28/2015,"$57,000.00 "
15014-30000-03790,1 or 2 Family Dwelling,10/6/2015,"$15,000.00 "
14014-10000-02855,1 or 2 Family Dwelling,12/21/2015,"$180,000.00 "
15010-10000-01296,1 or 2 Family Dwelling,10/1/2015,"$40,000.00 "
15010-20000-03770,1 or 2 Family Dwelling,1/20/2016,"$675,000.00 "
14010-20000-03888,1 or 2 Family Dwelling,4/28/2015,"$241,000.00 "
15010-20000-03167,1 or 2 Family Dwelling,10/27/2015,"$505,000.00 "
14010-10000-03974,1 or 2 Family Dwelling,11/6/2015,"$7,000.00 "
14014-10000-05495,Commercial,6/30/2015,"$405,000.00 "
15010-20000-00522,1 or 2 Family Dwelling,10/8/2015,"$246,000.00 "
14010-10000-03624,Commercial,7/17/2015,"$852,040.00 "
14014-30000-04694,1 or 2 Family Dwelling,12/2/2014,"$500,000.00 "
15010-30000-03667,1 or 2 Family Dwelling,1/11/2016,"$500,000.00 "
15014-20000-00826,1 or 2 Family Dwelling,9/2/2015,"$175,000.00 "
14010-20000-02515,1 or 2 Family Dwelling,3/4/2015,"$340,000.00 "
15014-70000-04296,1 or 2 Family Dwelling,10/5/2015,"$15,000.00 "
16014-20000-00918,1 or 2 Family Dwelling,3/8/2016,"$35,500.00 "
14010-10000-03928,1 or 2 Family Dwelling,9/24/2015,"$223,360.00 "
13014-20000-02389,1 or 2 Family Dwelling,6/19/2013,"$7,600.00 "
14014-20000-00519,1 or 2 Family Dwelling,8/20/2014,"$300,000.00 "
13014-20000-02258,1 or 2 Family Dwelling,12/5/2013,"$100,000.00 "
14014-10000-03794,1 or 2 Family Dwelling,6/11/2015,"$275,000.00 "
15014-20000-02791,1 or 2 Family Dwelling,9/8/2015,"$235,000.00 "
13010-10000-03649,1 or 2 Family Dwelling,4/1/2014,"$530,000.00 "
14014-20000-00053,1 or 2 Family Dwelling,9/25/2014,"$200,000.00 "
13010-10000-02724,Apartment,5/1/2015,"$4,100,000.00 "
14014-20000-03561,1 or 2 Family Dwelling,8/15/2014,"$20,000.00 "
13014-30000-01156,1 or 2 Family Dwelling,4/29/2013,"$100,000.00 "
14014-20001-00995,1 or 2 Family Dwelling,3/26/2014,"$8,500.00 "
15014-20000-01206,1 or 2 Family Dwelling,3/26/2015,"$50,000.00 "
13010-10000-02463,Apartment,10/22/2014,"$1,889,495.00 "
14014-10000-01972,1 or 2 Family Dwelling,7/18/2014,"$5,500.00 "
15010-10000-00682,1 or 2 Family Dwelling,12/7/2015,"$494,286.00 "
14010-70000-03465,1 or 2 Family Dwelling,7/17/2015,"$200,000.00 "
13010-20002-00930,1 or 2 Family Dwelling,2/17/2015,"$350,000.00 "
15014-20000-02686,1 or 2 Family Dwelling,1/14/2016,"$100,000.00 "
13010-20000-04170,1 or 2 Family Dwelling,8/27/2015,"$182,000.00 "
13014-20000-05113,1 or 2 Family Dwelling,12/12/2013,"$15,000.00 "
15010-10000-02084,1 or 2 Family Dwelling,2/16/2016,"$200,000.00 "
16014-20000-00221,1 or 2 Family Dwelling,3/2/2016,"$120,000.00 "
13010-40000-04569,Commercial,6/24/2015,"$1,300,000.00 "
15014-20000-05843,1 or 2 Family Dwelling,1/12/2016,"$5,000.00 "
14010-10000-02402,1 or 2 Family Dwelling,12/5/2014,"$450,000.00 "
16010-20000-00630,1 or 2 Family Dwelling,3/7/2016,"$28,000.00 "
13010-20000-04130,1 or 2 Family Dwelling,11/18/2015,"$253,000.00 "
13014-20000-04569,1 or 2 Family Dwelling,12/10/2013,"$59,000.00 "
15014-20000-03991,Apartment,4/4/2016,"$172,000.00 "
14014-20000-02843,1 or 2 Family Dwelling,2/19/2016,"$75,000.00 "
15014-20000-01321,1 or 2 Family Dwelling,2/2/2016,"$100,000.00 "
13014-20000-05338,1 or 2 Family Dwelling,1/6/2014,"$13,000.00 "
13014-30000-00737,1 or 2 Family Dwelling,8/12/2013,"$200,000.00 "
14010-30000-02887,1 or 2 Family Dwelling,2/26/2016,"$550,000.00 "
15014-20000-05151,1 or 2 Family Dwelling,2/16/2016,"$237,000.00 "
16010-20000-00579,1 or 2 Family Dwelling,3/24/2016,"$15,000.00 "
14010-30000-02712,1 or 2 Family Dwelling,9/4/2015,"$241,000.00 "
15014-30000-01326,1 or 2 Family Dwelling,3/24/2016,"$400,000.00 "
15014-10000-02800,Commercial,10/15/2015,"$440,000.00 "
13010-20000-00595,1 or 2 Family Dwelling,3/31/2015,"$220,000.00 "
15014-20000-01508,1 or 2 Family Dwelling,9/15/2015,"$110,000.00 "
15010-10000-02247,Commercial,1/19/2016,"$15,844,120.00 "
15014-20000-00368,1 or 2 Family Dwelling,4/14/2015,"$15,000.00 "
13010-10000-04442,Apartment,12/16/2015,"$765,000.00 "
15014-10000-01089,Commercial,10/28/2015,"$242,140.00 "
13010-10000-03765,1 or 2 Family Dwelling,5/14/2015,"$299,592.00 "
15014-10000-02089,1 or 2 Family Dwelling,6/15/2015,"$45,000.00 "
13014-30000-03752,1 or 2 Family Dwelling,4/2/2014,"$60,000.00 "
14010-20000-04201,Commercial,8/4/2015,"$930,000.00 "
16010-10000-00312,1 or 2 Family Dwelling,2/4/2016,"$4,000.00 "
12010-30001-01974,1 or 2 Family Dwelling,1/16/2014,"$58,000.00 "
13010-70000-03606,1 or 2 Family Dwelling,1/10/2014,"$200,000.00 "
13010-10000-01128,1 or 2 Family Dwelling,3/6/2015,"$343,722.00 "
15014-20000-04973,1 or 2 Family Dwelling,2/5/2016,"$70,000.00 "
14014-20000-03320,1 or 2 Family Dwelling,10/8/2014,"$125,000.00 "
14014-10000-04607,Commercial,4/15/2015,"$163,200.00 "
16014-20000-00395,1 or 2 Family Dwelling,2/3/2016,"$24,000.00 "
15014-70000-04304,1 or 2 Family Dwelling,10/30/2015,"$2,000.00 "
15010-20000-01476,1 or 2 Family Dwelling,4/24/2015,"$51,000.00 "
14010-10000-02726,1 or 2 Family Dwelling,4/29/2015,"$177,000.00 "
14010-20000-00883,1 or 2 Family Dwelling,11/6/2014,"$249,700.00 "
15014-30000-01279,1 or 2 Family Dwelling,7/21/2015,"$50,000.00 "
15014-20000-02007,1 or 2 Family Dwelling,1/29/2016,"$25,000.00 "
14014-20000-04847,1 or 2 Family Dwelling,12/29/2014,"$130,000.00 "
14014-30000-04214,1 or 2 Family Dwelling,2/4/2015,"$25,000.00 "
15010-20000-01523,1 or 2 Family Dwelling,6/18/2015,"$146,000.00 "
15014-30000-00481,1 or 2 Family Dwelling,12/15/2015,"$150,000.00 "
14014-70000-04664,1 or 2 Family Dwelling,3/9/2015,"$10,000.00 "
15010-10000-00108,1 or 2 Family Dwelling,6/5/2015,"$351,664.00 "
13014-10000-03068,1 or 2 Family Dwelling,8/8/2013,"$10,000.00 "
15010-20000-00874,1 or 2 Family Dwelling,3/1/2016,"$7,000.00 "
15014-10000-02765,1 or 2 Family Dwelling,10/9/2015,"$120,000.00 "
16014-10000-01443,1 or 2 Family Dwelling,4/1/2016,"$10,000.00 "
13014-20000-02559,1 or 2 Family Dwelling,8/23/2013,"$66,000.00 "
14014-20000-01955,1 or 2 Family Dwelling,6/24/2014,"$25,000.00 "
13010-10000-03894,1 or 2 Family Dwelling,5/14/2015,"$299,592.00 "
13010-10000-03047,1 or 2 Family Dwelling,11/13/2015,"$25,000.00 "
13010-20000-00078,1 or 2 Family Dwelling,3/12/2013,"$6,400.00 "
15016-70000-21707,1 or 2 Family Dwelling,3/16/2016,"$70,000.00 "
16014-10000-00211,1 or 2 Family Dwelling,3/2/2016,"$70,000.00 "
13014-10000-02920,1 or 2 Family Dwelling,8/2/2013,"$24,341.00 "
14014-20000-03286,1 or 2 Family Dwelling,2/2/2015,"$35,000.00 "
15014-10000-02305,1 or 2 Family Dwelling,11/17/2015,"$254,924.00 "
14010-10000-03232,Apartment,7/8/2015,"$6,270,000.00 "
15024-30000-00029,1 or 2 Family Dwelling,10/21/2015,"$4,500.00 "
14010-20000-03606,1 or 2 Family Dwelling,5/7/2015,"$282,100.00 "
15014-20000-00608,1 or 2 Family Dwelling,3/3/2015,"$33,200.00 "
15014-20000-00720,1 or 2 Family Dwelling,2/20/2015,"$6,300.00 "
13010-10000-04232,Apartment,11/9/2015,"$187,500,000.00 "
15014-10000-04548,1 or 2 Family Dwelling,2/26/2016,"$100,000.00 "
12010-10000-02537,1 or 2 Family Dwelling,1/24/2013,"$90,000.00 "
14014-20000-01316,1 or 2 Family Dwelling,4/3/2014,"$31,000.00 "
15014-10000-00965,1 or 2 Family Dwelling,11/20/2015,"$45,600.00 "
14010-20000-01589,1 or 2 Family Dwelling,6/9/2014,"$8,100.00 "
16014-30000-01105,1 or 2 Family Dwelling,4/19/2016,"$450,000.00 "
14014-10000-03437,1 or 2 Family Dwelling,10/29/2014,"$60,000.00 "
14014-40000-01641,1 or 2 Family Dwelling,5/27/2014,"$6,161.00 "
15014-20000-05995,1 or 2 Family Dwelling,2/11/2016,"$150,000.00 "
14014-30000-03448,1 or 2 Family Dwelling,10/15/2014,"$10,000.00 "
13014-20000-01458,Apartment,6/6/2013,"$20,000.00 "
14014-20000-05026,1 or 2 Family Dwelling,1/29/2015,"$50,000.00 "
15014-20000-00111,1 or 2 Family Dwelling,1/13/2015,"$50,000.00 "
16014-20000-00622,1 or 2 Family Dwelling,3/16/2016,"$40,000.00 "
13014-20000-02857,1 or 2 Family Dwelling,9/4/2013,"$165,000.00 "
15014-20000-04164,1 or 2 Family Dwelling,12/14/2015,"$7,500.00 "
14010-30001-04201,Commercial,1/6/2016,"$60,000.00 "
15014-10000-05904,1 or 2 Family Dwelling,1/8/2016,"$6,000.00 "
16014-20000-01341,1 or 2 Family Dwelling,4/4/2016,"$55,000.00 "
14014-10000-02498,Apartment,9/19/2014,"$2,000.00 "
10010-10000-00014,1 or 2 Family Dwelling,3/18/2013,"$5,000.00 "
15010-20000-00223,1 or 2 Family Dwelling,3/8/2016,"$300,000.00 "
14010-20000-03722,1 or 2 Family Dwelling,12/1/2015,"$287,000.00 "
15010-10000-02480,1 or 2 Family Dwelling,11/19/2015,"$25,000.00 "
14010-10000-00180,1 or 2 Family Dwelling,1/26/2016,"$113,685.00 "
14010-10000-03356,1 or 2 Family Dwelling,10/29/2014,"$40,000.00 "
14010-10000-03322,Apartment,9/9/2015,"$8,530,000.00 "
13010-10000-02661,Apartment,1/28/2015,"$1,548,660.00 "
14010-20000-00702,1 or 2 Family Dwelling,3/1/2016,"$177,363.00 "
15014-10000-01556,1 or 2 Family Dwelling,10/15/2015,"$60,000.00 "
13010-20000-00728,Commercial,7/26/2013,"$30,000.00 "
14014-20001-04831,1 or 2 Family Dwelling,10/13/2015,"$15,000.00 "
15014-20001-04693,1 or 2 Family Dwelling,4/12/2016,"$2,500.00 "
15010-20000-02099,1 or 2 Family Dwelling,4/6/2016,"$95,000.00 "
15010-30000-04538,1 or 2 Family Dwelling,2/9/2016,"$650,000.00 "
14010-20000-03337,1 or 2 Family Dwelling,12/22/2014,"$667,000.00 "
15014-10000-05348,1 or 2 Family Dwelling,12/2/2015,"$35,000.00 "
14014-20000-03961,1 or 2 Family Dwelling,1/22/2015,"$6,000.00 "
13014-30000-03022,1 or 2 Family Dwelling,1/17/2014,"$70,000.00 "
14010-10000-00587,1 or 2 Family Dwelling,7/9/2014,"$880,000.00 "
14010-20000-02054,1 or 2 Family Dwelling,4/24/2015,"$178,000.00 "
13014-30000-03388,1 or 2 Family Dwelling,9/30/2013,"$190,000.00 "
13014-20000-05098,1 or 2 Family Dwelling,3/6/2014,"$140,000.00 "
13014-10000-04267,1 or 2 Family Dwelling,4/10/2014,"$140,000.00 "
14014-20000-05499,1 or 2 Family Dwelling,2/1/2016,"$100,000.00 "
13010-10000-02369,1 or 2 Family Dwelling,10/4/2013,"$62,676.00 "
15010-30001-00278,1 or 2 Family Dwelling,3/2/2016,"$35,000.00 "
15010-20000-04268,1 or 2 Family Dwelling,2/10/2016,"$500,000.00 "
14014-20000-00501,1 or 2 Family Dwelling,6/4/2014,"$150,000.00 "
15010-20000-00204,1 or 2 Family Dwelling,9/10/2015,"$873,000.00 "
15014-70000-05840,1 or 2 Family Dwelling,1/21/2016,"$57,000.00 "
12014-20000-04212,1 or 2 Family Dwelling,2/6/2013,"$7,000.00 "
15014-70000-02903,1 or 2 Family Dwelling,7/20/2015,"$7,000.00 "
14014-30000-04236,Commercial,7/6/2015,"$90,000.00 "
15014-10000-04699,Commercial,3/14/2016,"$6,000.00 "
15014-20000-05684,1 or 2 Family Dwelling,12/10/2015,"$50,000.00 "
15010-40000-02051,1 or 2 Family Dwelling,9/10/2015,"$35,000.00 "
13010-20000-01448,1 or 2 Family Dwelling,2/9/2015,"$400,000.00 "
13014-10000-04475,Commercial,9/25/2015,"$9,248.00 "
15010-10000-03793,Commercial,12/4/2015,"$15,000.00 "
13014-20000-02934,1 or 2 Family Dwelling,1/16/2014,"$301,500.00 "
15014-30000-05848,1 or 2 Family Dwelling,4/14/2016,"$261,500.00 "
14010-10000-02845,Apartment,5/21/2015,"$2,200,000.00 "
14014-70000-01461,1 or 2 Family Dwelling,9/17/2014,"$13,500.00 "
16014-10000-00993,1 or 2 Family Dwelling,3/24/2016,"$8,600.00 "
15014-20000-04333,1 or 2 Family Dwelling,2/17/2016,"$135,000.00 "
16014-20000-01345,1 or 2 Family Dwelling,4/7/2016,"$26,700.00 "
13014-10000-04876,1 or 2 Family Dwelling,12/27/2013,"$12,000.00 "
15010-30000-01039,1 or 2 Family Dwelling,10/14/2015,"$500,000.00 "
14010-10000-04015,Commercial,9/24/2015,"$1,500,000.00 "
13010-20000-04437,1 or 2 Family Dwelling,1/21/2015,"$521,000.00 "
14014-10000-01625,1 or 2 Family Dwelling,10/24/2014,"$38,885.00 "
13010-10000-03537,1 or 2 Family Dwelling,1/4/2016,"$331,002.00 "
13010-10000-01257,1 or 2 Family Dwelling,7/17/2013,"$15,000.00 "
15014-10000-04874,1 or 2 Family Dwelling,3/31/2016,"$20,000.00 "
14014-30000-04497,1 or 2 Family Dwelling,11/13/2014,"$30,000.00 "
15010-30000-01730,1 or 2 Family Dwelling,2/12/2016,"$300,000.00 "
14010-20000-00705,1 or 2 Family Dwelling,3/1/2016,"$177,363.00 "
15014-20000-01115,1 or 2 Family Dwelling,9/4/2015,"$160,000.00 "
14010-30000-01086,Apartment,3/29/2016,"$6,787,660.00 "
15014-20000-03482,1 or 2 Family Dwelling,8/7/2015,"$12,500.00 "
13014-30000-00067,1 or 2 Family Dwelling,1/30/2013,"$40,000.00 "
14014-20002-03353,1 or 2 Family Dwelling,10/1/2015,"$70,000.00 "
15010-70000-03400,1 or 2 Family Dwelling,9/25/2015,"$22,000.00 "
14014-20000-03088,1 or 2 Family Dwelling,1/7/2015,"$190,000.00 "
15014-10001-01134,1 or 2 Family Dwelling,2/9/2016,$0.00 
15010-20000-00222,1 or 2 Family Dwelling,3/8/2016,"$3,000,000.00 "
15014-20000-04758,1 or 2 Family Dwelling,12/9/2015,"$113,000.00 "
14014-30000-02505,1 or 2 Family Dwelling,6/25/2014,"$70,000.00 "
15014-20000-02133,1 or 2 Family Dwelling,7/24/2015,"$30,000.00 "
14014-20000-02189,1 or 2 Family Dwelling,8/28/2015,"$320,000.00 "
15010-30000-00381,1 or 2 Family Dwelling,3/3/2016,"$600,000.00 "
14010-30001-03562,1 or 2 Family Dwelling,11/6/2015,"$120,000.00 "
15014-70000-04331,1 or 2 Family Dwelling,9/23/2015,"$25,000.00 "
15014-70000-00691,1 or 2 Family Dwelling,7/30/2015,"$142,900.00 "
15014-20000-05479,1 or 2 Family Dwelling,3/3/2016,"$90,000.00 "
15014-10000-02809,Commercial,7/27/2015,"$15,000.00 "
15014-40000-01857,1 or 2 Family Dwelling,7/1/2015,"$40,000.00 "
14014-30000-05213,1 or 2 Family Dwelling,2/20/2015,"$105,000.00 "
15014-20000-00446,1 or 2 Family Dwelling,2/19/2015,"$54,000.00 "
14010-10000-02046,1 or 2 Family Dwelling,1/13/2015,"$732,000.00 "
15010-20000-00510,1 or 2 Family Dwelling,8/21/2015,"$28,000.00 "
15010-20000-00276,1 or 2 Family Dwelling,7/28/2015,"$95,000.00 "
15010-30000-01244,1 or 2 Family Dwelling,8/20/2015,"$2,200,000.00 "
13010-20000-03531,1 or 2 Family Dwelling,11/25/2013,"$24,800.00 "
12010-20001-00668,1 or 2 Family Dwelling,6/12/2015,"$5,000.00 "
14010-20000-02025,1 or 2 Family Dwelling,8/11/2014,"$955,000.00 "
13014-70000-01016,1 or 2 Family Dwelling,4/17/2013,"$20,000.00 "
14014-20000-04811,1 or 2 Family Dwelling,3/18/2015,"$29,000.00 "
15010-20000-00011,1 or 2 Family Dwelling,1/29/2015,"$25,800.00 "
14014-20000-00652,1 or 2 Family Dwelling,4/17/2014,"$90,000.00 "
12014-10000-03642,1 or 2 Family Dwelling,2/7/2013,"$25,000.00 "
14010-10000-01211,1 or 2 Family Dwelling,3/17/2015,"$320,000.00 "
15010-20000-04485,1 or 2 Family Dwelling,2/17/2016,"$300,000.00 "
14010-20000-02050,1 or 2 Family Dwelling,4/24/2015,"$213,000.00 "
13016-20000-06571,Apartment,5/24/2013,"$81,000.00 "
16014-20000-00341,1 or 2 Family Dwelling,3/22/2016,"$160,000.00 "
14014-10000-03720,1 or 2 Family Dwelling,4/1/2015,"$54,400.00 "
15014-30000-00204,1 or 2 Family Dwelling,5/6/2015,"$300,000.00 "
13010-10000-00628,1 or 2 Family Dwelling,10/15/2013,"$216,000.00 "
13014-20000-01655,1 or 2 Family Dwelling,5/7/2013,"$35,000.00 "
13010-20000-04126,1 or 2 Family Dwelling,11/18/2015,"$253,000.00 "
13010-20000-04276,1 or 2 Family Dwelling,3/18/2015,"$100,000.00 "
14014-30000-02287,1 or 2 Family Dwelling,9/11/2014,"$20,000.00 "
14014-10000-01422,Apartment,3/10/2015,"$1,350,000.00 "
14010-20000-00762,1 or 2 Family Dwelling,3/1/2016,"$203,286.00 "
13014-20000-02026,1 or 2 Family Dwelling,5/29/2013,"$35,000.00 "
13014-20000-04823,1 or 2 Family Dwelling,5/19/2015,"$28,000.00 "
14014-70000-01770,1 or 2 Family Dwelling,10/24/2014,"$274,000.00 "
15010-20000-03806,1 or 2 Family Dwelling,10/23/2015,"$7,200.00 "
14010-20000-03925,1 or 2 Family Dwelling,4/2/2015,"$841,000.00 "
15010-20000-03870,1 or 2 Family Dwelling,1/29/2016,"$430,000.00 "
15010-20000-03712,1 or 2 Family Dwelling,12/23/2015,"$655,000.00 "
13010-20000-03920,1 or 2 Family Dwelling,4/17/2014,"$121,000.00 "
15014-20000-05300,1 or 2 Family Dwelling,12/11/2015,"$3,500.00 "
11010-10000-02054,1 or 2 Family Dwelling,4/10/2013,"$159,597.00 "
13014-10001-04867,1 or 2 Family Dwelling,2/17/2016,"$75,000.00 "
15010-10000-02779,Apartment,3/11/2016,"$1,960,000.00 "
13014-10000-00959,1 or 2 Family Dwelling,4/28/2014,"$534,593.00 "
13014-20000-04007,1 or 2 Family Dwelling,3/12/2014,"$49,300.00 "
16014-20000-01333,1 or 2 Family Dwelling,3/25/2016,"$7,000.00 "
12010-10000-01238,Apartment,4/25/2014,"$15,000.00 "
13010-10003-03297,1 or 2 Family Dwelling,2/9/2016,$0.00 
14014-70000-02156,1 or 2 Family Dwelling,11/10/2014,"$100,000.00 "
14014-10000-03640,1 or 2 Family Dwelling,12/5/2014,"$250,000.00 "
13010-20000-04236,1 or 2 Family Dwelling,1/15/2014,"$23,100.00 "
15014-20000-02039,1 or 2 Family Dwelling,12/29/2015,"$15,000.00 "
15014-20000-03881,1 or 2 Family Dwelling,12/16/2015,"$100,000.00 "
13010-10000-02304,Apartment,10/23/2014,"$1,500,000.00 "
13014-10002-01667,1 or 2 Family Dwelling,12/21/2015,"$74,152.00 "
13010-70000-00552,1 or 2 Family Dwelling,4/24/2013,"$36,259.00 "
06010-30001-00634,1 or 2 Family Dwelling,9/23/2014,$501.00 
14014-20000-02501,1 or 2 Family Dwelling,6/25/2014,"$32,000.00 "
14014-20000-04255,1 or 2 Family Dwelling,12/11/2014,"$30,000.00 "
13014-10000-01061,1 or 2 Family Dwelling,8/8/2013,"$60,000.00 "
13014-70000-01480,1 or 2 Family Dwelling,10/10/2014,"$10,952.00 "
13010-10000-03536,1 or 2 Family Dwelling,1/4/2016,"$331,002.00 "
13010-10000-01126,1 or 2 Family Dwelling,3/6/2015,"$349,130.00 "
13010-10000-04077,Commercial,5/14/2015,"$1,687,478.00 "
14010-20000-03603,1 or 2 Family Dwelling,5/7/2015,"$282,100.00 "
15010-10000-01706,Commercial,8/19/2015,"$35,779.00 "
14010-10000-00433,1 or 2 Family Dwelling,10/21/2015,"$270,478.00 "
15014-20000-03864,1 or 2 Family Dwelling,10/5/2015,"$22,500.00 "
14016-20000-25097,1 or 2 Family Dwelling,1/2/2015,"$5,000.00 "
15014-20000-01964,1 or 2 Family Dwelling,7/21/2015,"$24,000.00 "
13010-20000-03182,1 or 2 Family Dwelling,10/29/2013,"$12,000.00 "
15016-20000-22767,1 or 2 Family Dwelling,1/11/2016,"$20,000.00 "
16014-30000-00273,1 or 2 Family Dwelling,2/22/2016,"$500,000.00 "
14014-20000-05631,1 or 2 Family Dwelling,12/29/2014,"$5,600.00 "
15014-10000-03747,1 or 2 Family Dwelling,3/7/2016,"$51,000.00 "
14014-20000-04893,1 or 2 Family Dwelling,12/23/2014,"$50,000.00 "
14014-10000-02862,Commercial,4/19/2016,"$200,000.00 "
16014-10000-00712,1 or 2 Family Dwelling,2/24/2016,"$35,000.00 "
